name,electricityFee,serviceFee,timePeriod,totalFee,cityName,address,minRateId
万马爱充三明公交枢纽站,A1zQMdGv,A1zRMdKm,0:00 - 7:00,A1zWMdGv,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zWOdKk,A1zRMdKm,7:00 - 8:30,A1zUOdKk,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zbNNSj,A1zRMdKm,8:30 - 11:30,AlzTNNSj,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zWOdKk,A1zRMdKm,11:30 - 14:30,A1zUOdKk,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zbNNSj,A1zRMdKm,14:30 - 17:30,AlzTNNSj,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zWOdKk,A1zRMdKm,17:30 - 19:00,A1zUOdKk,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zbNNSj,A1zRMdKm,19:00 - 21:00,AlzTNNSj,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zWOdKk,A1zRMdKm,21:00 - 23:00,A1zUOdKk,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明公交枢纽站,A1zQMdGv,A1zRMdKm,23:00 - 24:00,A1zWMdGv,三明市,福建省三明市三元区工业南路三明站公交枢纽站,19373
万马爱充三明汽车南站充电站,A1zQMdKi,A1zSMdKm,0:00 - 7:00,A1zXMdKi,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zWNtGk,A1zSMdKm,7:00 - 8:30,A1zVNtGk,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zbNdSm,A1zSMdKm,8:30 - 11:30,A1zaNdSm,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zWNtGk,A1zSMdKm,11:30 - 14:30,A1zVNtGk,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zbNdSm,A1zSMdKm,14:30 - 17:30,A1zaNdSm,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zWNtGk,A1zSMdKm,17:30 - 19:00,A1zVNtGk,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zbNdSm,A1zSMdKm,19:00 - 21:00,A1zaNdSm,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zWNtGk,A1zSMdKm,21:00 - 23:00,A1zVNtGk,三明市,福建省三明市三元区工业南路27号,20761
万马爱充三明汽车南站充电站,A1zQMdKi,A1zSMdKm,23:00 - 24:00,A1zXMdKi,三明市,福建省三明市三元区工业南路27号,20761
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,0:00 - 8:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,8:00 - 11:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,11:00 - 13:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,13:00 - 19:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,19:00 - 21:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,21:00 - 22:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充下沙教材纸业站,A1zbOdKm,A1zQMdKm,22:00 - 24:00,AlzSOdKm,杭州市,杭州市下沙经济开发区文海北路379号,16739
万马爱充世纪城路江滩公园汽车充电站,AlzTMdKm,A1zQMNKm,0:00 - 8:00,AlzQMNKm,成都市,四川省成都市武侯区桂溪街道世纪城路成都江滩公园,37
万马爱充世纪城路江滩公园汽车充电站,AlzTMdKm,A1zQMNKm,8:00 - 20:00,AlzQMNKm,成都市,四川省成都市武侯区桂溪街道世纪城路成都江滩公园,37
万马爱充世纪城路江滩公园汽车充电站,AlzTMdKm,A1zQMNKm,20:00 - 22:00,AlzQMNKm,成都市,四川省成都市武侯区桂溪街道世纪城路成都江滩公园,37
万马爱充世纪城路江滩公园汽车充电站,AlzTMdKm,A1zQMNKm,22:00 - 24:00,AlzQMNKm,成都市,四川省成都市武侯区桂溪街道世纪城路成都江滩公园,37
万马爱充东原1891站,A1zWNdKm,A1zTNNKm,0:00 - 7:00,A1zWONKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东原1891站,A1zbM9Km,A1zTNNKm,7:00 - 8:00,A1zbNtKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东原1891站,AlzTN9Km,A1zTNNKm,8:00 - 12:00,AlzSMNKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东原1891站,A1zbM9Km,A1zTNNKm,12:00 - 19:00,A1zbNtKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东原1891站,AlzTN9Km,A1zTNNKm,19:00 - 21:00,AlzSMNKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东原1891站,AlzTN9Km,A1zTNNKm,21:00 - 23:00,AlzSMNKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东原1891站,A1zWNdKm,A1zTNNKm,23:00 - 24:00,A1zWONKm,重庆市,重庆市南岸区南滨路东原1891E馆B1层停车场,20785
万马爱充东合逸海郡慢充站,A1zVNNKm,A1zXMtKm,0:00 - 24:00,AlzTOdKm,三亚市,海南省三亚市崖州区创意新城6号路东合逸海郡小区,20735
万马爱充东吴大厦站,A1zWM9Km,A1zVNtKm,0:00 - 8:00,AlzSONKm,苏州市,苏州市吴中区东吴北路112号朗庭·乐享汇地下一层,20829
万马爱充东吴大厦站,A1zWM9Km,A1zVNtKm,8:00 - 12:00,AlzSONKm,苏州市,苏州市吴中区东吴北路112号朗庭·乐享汇地下一层,20829
万马爱充东吴大厦站,A1zWM9Km,A1zVNtKm,12:00 - 17:00,AlzSONKm,苏州市,苏州市吴中区东吴北路112号朗庭·乐享汇地下一层,20829
万马爱充东吴大厦站,A1zWM9Km,A1zVNtKm,17:00 - 21:00,AlzSONKm,苏州市,苏州市吴中区东吴北路112号朗庭·乐享汇地下一层,20829
万马爱充东吴大厦站,A1zWM9Km,A1zVNtKm,21:00 - 24:00,AlzSONKm,苏州市,苏州市吴中区东吴北路112号朗庭·乐享汇地下一层,20829
万马爱充东大停车场站（北区）,A1zQMtak,A1zXMdKm,0:00 - 7:00,A1zUMtak,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（北区）,A1zVMtag,A1zXMdKm,7:00 - 10:00,AlzTMtag,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（北区）,A1zaNdam,A1zXMdKm,10:00 - 15:00,AlzQNdam,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（北区）,A1zVMtag,A1zXMdKm,15:00 - 18:00,AlzTMtag,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（北区）,A1zaNdam,A1zXMdKm,18:00 - 21:00,AlzQNdam,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（北区）,A1zVMtag,A1zXMdKm,21:00 - 23:00,AlzTMtag,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（北区）,A1zQMtak,A1zXMdKm,23:00 - 24:00,A1zUMtak,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zQMtak,A1zXMdKm,0:00 - 7:00,A1zUMtak,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zVMtag,A1zXMdKm,7:00 - 10:00,AlzTMtag,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zaNdam,A1zXMdKm,10:00 - 15:00,AlzQNdam,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zVMtag,A1zXMdKm,15:00 - 18:00,AlzTMtag,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zaNdam,A1zXMdKm,18:00 - 21:00,AlzQNdam,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zVMtag,A1zXMdKm,21:00 - 23:00,AlzTMtag,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充东大停车场站（南区）,A1zQMtak,A1zXMdKm,23:00 - 24:00,A1zUMtak,北京市,北京市海淀区上地西路与G7京新高速出口交叉口西南50米东大停车场内,20750
万马爱充中交丽景站,A1zWNdKm,A1zRONKm,0:00 - 7:00,A1zbMtKm,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中交丽景站,A1zbM9Km,A1zRNdKm,7:00 - 8:00,AlzTN9Km,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中交丽景站,AlzTN9Km,A1zSMtKm,8:00 - 12:00,AlzSONKm,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中交丽景站,A1zbM9Km,A1zRNdKm,12:00 - 19:00,AlzTN9Km,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中交丽景站,AlzTN9Km,A1zSMtKm,19:00 - 21:00,AlzSONKm,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中交丽景站,AlzTN9Km,A1zSMtKm,21:00 - 23:00,AlzSONKm,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中交丽景站,A1zWNdKm,A1zRONKm,23:00 - 24:00,A1zbMtKm,重庆市,重庆市大渡口区双龙路2-附105号,20723
万马爱充中信清水湾慢充站,A1zVMNKm,A1zUMdKm,0:00 - 24:00,AlzQMNKm,省直辖县级行政区划,海南省陵水黎族自治县英州镇清水湾大道中信清水湾,19382
万马爱充中翔站,A1zUONKm,A1zRMdKm,0:00 - 8:00,A1zaONKm,苏州市,苏州市相城区相城大道1160号（红星·美凯龙停车场，靠澄阳路出入口处）,19274
万马爱充中翔站,A1zUONKm,A1zRMdKm,8:00 - 12:00,A1zaONKm,苏州市,苏州市相城区相城大道1160号（红星·美凯龙停车场，靠澄阳路出入口处）,19274
万马爱充中翔站,A1zUONKm,A1zRMdKm,12:00 - 17:00,A1zaONKm,苏州市,苏州市相城区相城大道1160号（红星·美凯龙停车场，靠澄阳路出入口处）,19274
万马爱充中翔站,A1zUONKm,A1zRMdKm,17:00 - 21:00,A1zaONKm,苏州市,苏州市相城区相城大道1160号（红星·美凯龙停车场，靠澄阳路出入口处）,19274
万马爱充中翔站,A1zUONKm,A1zRMdKm,21:00 - 24:00,A1zaONKm,苏州市,苏州市相城区相城大道1160号（红星·美凯龙停车场，靠澄阳路出入口处）,19274
万马爱充中药研究院站,A1zWNdKm,A1zRONKm,0:00 - 7:00,A1zbMtKm,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中药研究院站,A1zbM9Km,A1zRNdKm,7:00 - 8:00,AlzTN9Km,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中药研究院站,AlzTN9Km,A1zSMtKm,8:00 - 12:00,AlzSONKm,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中药研究院站,A1zbM9Km,A1zRNdKm,12:00 - 19:00,AlzTN9Km,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中药研究院站,AlzTN9Km,A1zSMtKm,19:00 - 21:00,AlzSONKm,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中药研究院站,AlzTN9Km,A1zSMtKm,21:00 - 23:00,AlzSONKm,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中药研究院站,A1zWNdKm,A1zRONKm,23:00 - 24:00,A1zbMtKm,重庆市,重庆市南岸区黄桷垭复兴村34号（重庆市中药研究院老门诊旁停车场内）,20723
万马爱充中豪公园站,A1zWNdKm,A1zRONKm,0:00 - 7:00,A1zbMtKm,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充中豪公园站,A1zbM9Km,A1zRNdKm,7:00 - 8:00,AlzTN9Km,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充中豪公园站,AlzTN9Km,A1zSMtKm,8:00 - 12:00,AlzSONKm,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充中豪公园站,A1zbM9Km,A1zRNdKm,12:00 - 19:00,AlzTN9Km,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充中豪公园站,AlzTN9Km,A1zSMtKm,19:00 - 21:00,AlzSONKm,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充中豪公园站,AlzTN9Km,A1zSMtKm,21:00 - 23:00,AlzSONKm,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充中豪公园站,A1zWNdKm,A1zRONKm,23:00 - 24:00,A1zbMtKm,重庆市,重庆市大渡口区双城路163号兄弟装饰旁,20723
万马爱充丰产路站,A1zRMtKm,A1zXMdKm,0:00 - 7:00,A1zVMtKm,西安市,陕西省西安市未央区延长石油CNG加气站,15490
万马爱充丰产路站,A1zWNNKm,A1zXMdKm,7:00 - 8:00,A1zaNNKm,西安市,陕西省西安市未央区延长石油CNG加气站,15490
万马爱充丰产路站,A1zbNtKm,A1zXMdKm,8:00 - 11:30,AlzRNtKm,西安市,陕西省西安市未央区延长石油CNG加气站,15490
万马爱充丰产路站,A1zWNNKm,A1zXMdKm,11:30 - 18:30,A1zaNNKm,西安市,陕西省西安市未央区延长石油CNG加气站,15490
万马爱充丰产路站,A1zbNtKm,A1zXMdKm,18:30 - 23:00,AlzRNtKm,西安市,陕西省西安市未央区延长石油CNG加气站,15490
万马爱充丰产路站,A1zRMtKm,A1zXMdKm,23:00 - 24:00,A1zVMtKm,西安市,陕西省西安市未央区延长石油CNG加气站,15490
万马爱充丰兴隆桥头公园站,A1zQMtOj,A1zWNNqj,0:00 - 8:00,A1zbONKm,三亚市,海南省三亚市吉阳区丰兴隆桥头公园停车场,19262
万马爱充丰兴隆桥头公园站,A1zVMtSk,A1zXNNGu,8:00 - 16:00,AlzTONKm,三亚市,海南省三亚市吉阳区丰兴隆桥头公园停车场,19262
万马爱充丰兴隆桥头公园站,AlzTMtCl,A1zQNNWh,16:00 - 22:00,AlzQONKm,三亚市,海南省三亚市吉阳区丰兴隆桥头公园停车场,19262
万马爱充丰兴隆桥头公园站,AlzTMtCl,A1zQNNWh,22:00 - 24:00,AlzQONKm,三亚市,海南省三亚市吉阳区丰兴隆桥头公园停车场,19262
万马爱充丹水坑风景区站,A1zQNdKm,A1zRNNKm,0:00 - 8:00,A1zWONKm,广州市,南岗丹水坑路福顺货运旁,19285
万马爱充丹水坑风景区站,A1zVNdKm,A1zSNNKm,8:00 - 14:00,A1zUONKm,广州市,南岗丹水坑路福顺货运旁,19285
万马爱充丹水坑风景区站,AlzTNdKm,A1zSNNKm,14:00 - 17:00,AlzSONKm,广州市,南岗丹水坑路福顺货运旁,19285
万马爱充丹水坑风景区站,A1zVNdKm,A1zSNNKm,17:00 - 19:00,A1zUONKm,广州市,南岗丹水坑路福顺货运旁,19285
万马爱充丹水坑风景区站,AlzTNdKm,A1zSNNKm,19:00 - 22:00,AlzSONKm,广州市,南岗丹水坑路福顺货运旁,19285
万马爱充丹水坑风景区站,A1zVNdKm,A1zSNNKm,22:00 - 24:00,A1zUONKm,广州市,南岗丹水坑路福顺货运旁,19285
万马爱充丽景路站,A1zQNdKm,A1zQMdKm,0:00 - 8:00,A1zVNdKm,广州市,广东省广州市番禺沙头街西丽工业区丽景路78号,19286
万马爱充丽景路站,A1zVNdKm,A1zRNNKm,8:00 - 14:00,A1zbONKm,广州市,广东省广州市番禺沙头街西丽工业区丽景路78号,19286
万马爱充丽景路站,AlzTNdKm,A1zSNNKm,14:00 - 17:00,AlzSONKm,广州市,广东省广州市番禺沙头街西丽工业区丽景路78号,19286
万马爱充丽景路站,A1zVNdKm,A1zRNNKm,17:00 - 19:00,A1zbONKm,广州市,广东省广州市番禺沙头街西丽工业区丽景路78号,19286
万马爱充丽景路站,AlzTNdKm,A1zSNNKm,19:00 - 22:00,AlzSONKm,广州市,广东省广州市番禺沙头街西丽工业区丽景路78号,19286
万马爱充丽景路站,A1zVNdKm,A1zRNNKm,22:00 - 24:00,A1zbONKm,广州市,广东省广州市番禺沙头街西丽工业区丽景路78号,19286
万马爱充义乌国际商贸城站,A1zUONKm,A1zSNtKm,0:00 - 8:00,A1zaN9Km,苏州市,姑苏区义乌商贸城和合街入口地下负一层左拐前行30米后右拐至D区,18437
万马爱充义乌国际商贸城站,A1zUONKm,A1zSNtKm,8:00 - 12:00,A1zaN9Km,苏州市,姑苏区义乌商贸城和合街入口地下负一层左拐前行30米后右拐至D区,18437
万马爱充义乌国际商贸城站,A1zUONKm,A1zSNtKm,12:00 - 17:00,A1zaN9Km,苏州市,姑苏区义乌商贸城和合街入口地下负一层左拐前行30米后右拐至D区,18437
万马爱充义乌国际商贸城站,A1zUONKm,A1zSNtKm,17:00 - 21:00,A1zaN9Km,苏州市,姑苏区义乌商贸城和合街入口地下负一层左拐前行30米后右拐至D区,18437
万马爱充义乌国际商贸城站,A1zUONKm,A1zSNtKm,21:00 - 24:00,A1zaN9Km,苏州市,姑苏区义乌商贸城和合街入口地下负一层左拐前行30米后右拐至D区,18437
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,0:00 - 8:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,8:00 - 11:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,11:00 - 13:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,13:00 - 19:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,19:00 - 21:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,21:00 - 22:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充乐富海邦站,A1zbOdKm,A1zQMdKm,22:00 - 24:00,AlzSOdKm,杭州市,浙江省杭州市余杭区向往街1008号,16739
万马爱充书香公园站,A1zRMtOn,A1zXMtqv,0:00 - 7:00,A1zVNtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,A1zVNten,A1zSONav,7:00 - 9:00,A1zbNtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,AlzTM9Wg,A1zSMdCi,9:00 - 11:30,AlzSMtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,A1zVNten,A1zSONav,11:30 - 14:00,A1zbNtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,AlzTM9Wg,A1zSMdCi,14:00 - 16:30,AlzSMtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,A1zVNten,A1zSONav,16:30 - 19:00,A1zbNtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,AlzTM9Wg,A1zSMdCi,19:00 - 21:00,AlzSMtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,A1zVNten,A1zSONav,21:00 - 23:00,A1zbNtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充书香公园站,A1zRMtOn,A1zXMtqv,23:00 - 24:00,A1zVNtKm,深圳市,广东省深圳市宝安区沙井街道迎宾路南书香公园停车场内（鸿荣源禧园北侧）,20757
万马爱充五和阳光湾畔站,A1zRMtOn,A1zVMNqv,0:00 - 7:00,A1zbNNKm,深圳市,坂田街道五和南路82号阳光湾畔内,9201
万马爱充五和阳光湾畔站,A1zVNten,A1zWNtav,7:00 - 9:00,AlzRNNKm,深圳市,坂田街道五和南路82号阳光湾畔内,9201
万马爱充五和阳光湾畔站,AlzTM9Wg,A1zRM9Ci,9:00 - 11:30,AlzRNNKm,深圳市,坂田街道五和南路82号阳光湾畔内,9201
万马爱充五和阳光湾畔站,A1zVNten,A1zWNtav,11:30 - 14:00,AlzRNNKm,深圳市,坂田街道五和南路82号阳光湾畔内,9201
